API,API_8
4250135166,50135166
4238939142,38939142
4224732242,24732242
4212737733,12737733
4212738578,12738578
4231742201,31742201
4214331182,14331182
4236734755,36734755
4238933521,38933521
4216133231,16133231
4247537875,47537875
4232946230,32946230
4238937977,38937977
4217336627,17336627
4225537341,25537341
4243931420,43931420
4225537460,25537460
4247537408,47537408
4212734994,12734994
4225130220,25130220
4225133886,25133886
4217732322,17732322
4248333483,48333483
4225534112,25534112
4225532709,25532709
4247944296,47944296
4249332583,49332583
4249738091,49738091
4232940341,32940341
4240134766,40134766
4200347208,00347208
4217733535,17733535
4222740216,22740216
4231735667,31735667
4231744736,31744736
4236538444,36538444
4249533586,49533586
4212131643,12131643
4228334768,28334768
4238937193,38937193
4238337490,38337490
4222739579,22739579
4241930932,41930932
4225536721,25536721
4231134839,31134839
4230136337,30136337
4225533690,25533690
4243931344,43931344
4241930969,41930969
4212333083,12333083
4246134862,46134862
4222740237,22740237
4220335165,20335165
4238936463,38936463
4243933013,43933013
4247940804,47940804
4246139516,46139516
4212737709,12737709
4236733847,36733847
4249332730,49332730
4212335125,12335125
4241931651,41931651
4249736561,49736561
4230132828,30132828
4201531020,01531020
4213543579,13543579
4222741743,22741743
4201335206,01335206
4217337806,17337806
4222742100,22742100
4247538350,47538350
4222740276,22740276
4232941174,32941174
4222740755,22740755
4233735117,33735117
4249332775,49332775
4231742116,31742116
4243931752,43931752
4247943989,47943989
4225131082,25131082
4249332765,49332765
4235733602,35733602
4232900888,32900888
4237140065,37140065
4222131851,22131851
4238940453,38940453
4241535712,41535712
4230133116,30133116
4238933830,38933830
4247942437,47942437
4238337356,38337356
4213731868,13731868
4217732797,17732797
4222740916,22740916
4230133887,30133887
4237131501,37131501
4238934374,38934374
4232938452,32938452
4233734310,33734310
4243931021,43931021
4217734072,17734072
4212333876,12333876
4200344770,00344770
4215930570,15930570
4247942768,47942768
4225132198,25132198
4228334343,28334343
4225536092,25536092
4246139274,46139274
4231745734,31745734
4200348082,00348082
4238933241,38933241
4212333598,12333598
4228334232,28334232
4247942138,47942138
4212737238,12737238
4225132047,25132047
4221135047,21135047
4229332042,29332042
4238340975,38340975
4247937650,47937650
4248134578,48134578
4250137391,50137391
4228533881,28533881
4217733310,17733310
4228334066,28334066
4228335550,28335550
4231740937,31740937
4229533137,29533137
4236735314,36735314
4243931591,43931591
4212736501,12736501
4231136703,31136703
4222742351,22742351
4243937241,43937241
4247942685,47942685
4222739038,22739038
4246142626,46142626
4243934980,43934980
4238933820,38933820
4247944111,47944111
4240530343,40530343
4234731738,34731738
4212333061,12333061
4232941498,32941498
4207132593,07132593
4221533328,21533328
4243932544,43932544
4246140463,46140463
4225134111,25134111
4217338083,17338083
4247942722,47942722
4212734186,12734186
4225532794,25532794
4230135085,30135085
4231740121,31740121
4243936169,43936169
4222741002,22741002
4221135139,21135139
4230131228,30131228
4231137379,31137379
4212736004,12736004
4232946923,32946923
4236733677,36733677
4246137206,46137206
4232940441,32940441
4243933280,43933280
4225536033,25536033
4228932051,28932051
4232946060,32946060
4230135689,30135689
4225134527,25134527
4225536176,25536176
4200346078,00346078
4222737488,22737488
4231743310,31743310
4235130900,35130900
4247944022,47944022
4237139827,37139827
4238937791,38937791
4220335651,20335651
4229533874,29533874
4238933901,38933901
4230134041,30134041
4248333293,48333293
4210932840,10932840
4217733595,17733595
4225537324,25537324
4247941069,47941069
4231744377,31744377
4229534195,29534195
4230133828,30133828
4238339891,38339891
4212733964,12733964
4213542860,13542860
4225132145,25132145
4222741007,22741007
4222131898,22131898
4250136961,50136961
4233734493,33734493
4201335313,01335313
4230136475,30136475
4200347876,00347876
4212132516,12132516
4231743321,31743321
4250732916,50732916
4243932071,43932071
4221134853,21134853
4228533757,28533757
4210336373,10336373
4230131268,30131268
4237500210,37500210
4247538345,47538345
4237331034,37331034
4247942534,47942534
4229534287,29534287
4209734535,09734535
4232943537,32943537
4247942260,47942260
4246140317,46140317
4249737501,49737501
4246140428,46140428
4238933476,38933476
4212333414,12333414
4231736546,31736546
4236538802,36538802
4237139488,37139488
4232943265,32943265
4230133448,30133448
4231135777,31135777
4250534298,50534298
4200347942,00347942
4223535489,23535489
4244736516,44736516
4238936401,38936401
4247938214,47938214
4212736054,12736054
4225132418,25132418
4231740046,31740046
4222737846,22737846
4238938456,38938456
4225535447,25535447
4215930565,15930565
4223536562,23536562
4247944909,47944909
4217732502,17732502
4243936836,43936836
4235130886,35130886
4246141500,46141500
4247943950,47943950
4200348359,00348359
4242734076,42734076
4222740493,22740493
4243930663,43930663
4216132968,16132968
4250732808,50732808
4216334078,16334078
4225130502,25130502
4225532308,25532308
4228334515,28334515
4225130793,25130793
4228533997,28533997
4225531801,25531801
4230136082,30136082
4222131716,22131716
4231136919,31136919
4243932101,43932101
4250136572,50136572
4225536411,25536411
4222742328,22742328
4225534786,25534786
4215133291,15133291
4232942404,32942404
4238938337,38938337
4212735213,12735213
4242332111,42332111
4212737488,12737488
4232945756,32945756
4246141740,46141740
4212133869,12133869
4248333112,48333112
4201335714,01335714
4237138642,37138642
4221533172,21533172
4243936795,43936795
4232900195,32900195
4235130923,35130923
4248332991,48332991
4250732767,50732767
4236734039,36734039
4212333712,12333712
4232936056,32936056
4233734612,33734612
4250535193,50535193
4216333572,16333572
4221135100,21135100
4231136972,31136972
4243936151,43936151
4229734802,29734802
4222738730,22738730
4200348383,00348383
4218131534,18131534
4222131799,22131799
4238937350,38937350
4221937406,21937406
4201335308,01335308
4231331342,31331342
4217734436,17734436
4231735209,31735209
4223536188,23536188
4246140268,46140268
4239332433,39332433
4238937129,38937129
4231134325,31134325
4237137152,37137152
4231744770,31744770
4237138607,37138607
4247942659,47942659
4243931894,43931894
4247944491,47944491
4228336636,28336636
4212734143,12734143
4233734984,33734984
4212734993,12734993
4232940959,32940959
4232936054,32936054
4230133973,30133973
4228335415,28335415
4225130427,25130427
4222737270,22737270
4231135265,31135265
4229736391,29736391
4243936936,43936936
4225532411,25532411
4238937253,38937253
4202533383,02533383
4240530374,40530374
4232942056,32942056
4200348157,00348157
4225535040,25535040
4246142596,46142596
4228332710,28332710
4232942586,32942586
4221135464,21135464
4222741109,22741109
4246134582,46134582
4238939698,38939698
4233734905,33734905
4238338794,38338794
4220335512,20335512
4229734520,29734520
4226131593,26131593
4236538442,36538442
4212736101,12736101
4246141178,46141178
4229735305,29735305
4231137056,31137056
4233734472,33734472
4231739473,31739473
4212335300,12335300
4249736893,49736893
4225534653,25534653
4236538265,36538265
4238932951,38932951
4249534478,49534478
4247537944,47537944
4225536304,25536304
4215732269,15732269
4231137268,31137268
4204132222,04132222
4243933179,43933179
4241531939,41531939
4231136844,31136844
4247942708,47942708
4222737252,22737252
4228732761,28732761
4230135330,30135330
4212132994,12132994
4238934764,38934764
4228335714,28335714
4246138535,46138535
4240134485,40134485
4217733948,17733948
4222740565,22740565
4236734318,36734318
4210932541,10932541
4225534156,25534156
4232901045,32901045
4232944622,32944622
4247943173,47943173
4201335450,01335450
4210933298,10933298
4230136296,30136296
4225536418,25536418
4204732134,04732134
4230131730,30131730
4231136386,31136386
4225534395,25534395
4230133176,30133176
4231743899,31743899
4212333311,12333311
4243931362,43931362
4247942856,47942856
4246140026,46140026
4228331712,28331712
4231742750,31742750
4223535509,23535509
4200347489,00347489
4212132301,12132301
4222741770,22741770
4212334910,12334910
4246141639,46141639
4217733913,17733913
4249332636,49332636
4236538531,36538531
4238934128,38934128
4238938210,38938210
4232941921,32941921
4250534952,50534952
4247938842,47938842
4225536150,25536150
4232940390,32940390
4232940017,32940017
4207132178,07132178
4230135201,30135201
4232943448,32943448
4232941521,32941521
4225537455,25537455
4212332628,12332628
4201335475,01335475
4212737895,12737895
4212734165,12734165
4220335551,20335551
4228332334,28332334
4247537020,47537020
4222737458,22737458
4250535083,50535083
4238936537,38936537
4239332500,39332500
4212332568,12332568
4236734078,36734078
4247944086,47944086
4225133994,25133994
4238934995,38934995
4222738589,22738589
4225131010,25131010
4230136116,30136116
4232944030,32944030
4230133374,30133374
4247538586,47538586
4236537425,36537425
4232132424,32132424
4231135395,31135395
4240933136,40933136
4225536441,25536441
4232941185,32941185
4210541647,10541647
4232942433,32942433
4228932037,28932037
4201336064,01336064
4232937486,32937486
4236530297,36530297
4236538400,36538400
4249332762,49332762
4243936344,43936344
4246140761,46140761
4238338466,38338466
4232935332,32935332
4221533750,21533750
4238938043,38938043
4225133869,25133869
4231744807,31744807
4239332465,39332465
4237107102,37107102
4246137601,46137601
4232943485,32943485
4229735929,29735929
4236734573,36734573
4243931285,43931285
4200730896,00730896
4211533880,11533880
4236734626,36734626
4237331287,37331287
4236130934,36130934
4212134535,12134535
4216334144,16334144
4236733887,36733887
4217734185,17734185
4222741074,22741074
4210932676,10932676
4222130983,22130983
4221533633,21533633
4228335484,28335484
4212332472,12332472
4228333469,28333469
4231742736,31742736
4222737333,22737333
4238934828,38934828
4246141672,46141672
4232943072,32943072
4231136369,31136369
4222741371,22741371
4238337472,38337472
4249737041,49737041
4238341352,38341352
4210932816,10932816
4238936627,38936627
4212734834,12734834
4246139701,46139701
4212134450,12134450
4233535606,33535606
4237139776,37139776
4242734584,42734584
4231741377,31741377
4238339558,38339558
4228335790,28335790
4210933501,10933501
4238937966,38937966
4248135219,48135219
4220334465,20334465
4212738799,12738799
4217337890,17337890
4217338475,17338475
4212333612,12333612
4231137007,31137007
4247942115,47942115
4247730952,47730952
4225535916,25535916
4217732236,17732236
4201335588,01335588
4225133894,25133894
4206501381,06501381
4205133998,05133998
4200348655,00348655
4230133301,30133301
4247731232,47731232
4221135115,21135115
4228534075,28534075
4248333493,48333493
4238937532,38937532
4232942288,32942288
4212738530,12738530
4221132707,21132707
4203933290,03933290
4221730440,21730440
4225532328,25532328
4228332619,28332619
4231135139,31135139
4231135730,31135730
4222737822,22737822
4229736270,29736270
4247538468,47538468
4238935628,38935628
4228337386,28337386
4232941217,32941217
4228336858,28336858
4248332986,48332986
4225133711,25133711
4212334704,12334704
4232938806,32938806
4218332119,18332119
4228335284,28335284
4225533630,25533630
4238340907,38340907
4223536496,23536496
4238940200,38940200
4238936185,38936185
4216133872,16133872
4201335593,01335593
4247944947,47944947
4243934640,43934640
4241930750,41930750
4243936727,43936727
4221134941,21134941
4212334652,12334652
4228337310,28337310
4246141001,46141001
4205134328,05134328
4225532290,25532290
4249533541,49533541
4242734646,42734646
4222736286,22736286
4235732927,35732927
4212333097,12333097
4225134448,25134448
4238936814,38936814
4236537992,36537992
4225535397,25535397
4229734875,29734875
4200348509,00348509
4201334573,01334573
4222131582,22131582
4229534070,29534070
4230135808,30135808
4241332794,41332794
4249531705,49531705
4205133853,05133853
4229530795,29530795
4238341777,38341777
4243936600,43936600
4232944974,32944974
4241535224,41535224
4201334651,01334651
4210541677,10541677
4236538311,36538311
4210933460,10933460
4200347513,00347513
4225131909,25131909
4200348391,00348391
4237103008,37103008
4212734610,12734610
4247942591,47942591
204.96,4.96
4226131312,26131312
4243931074,43931074
4218331911,18331911
4233931098,33931098
4238933050,38933050
4242733839,42733839
4236735319,36735319
4217734518,17734518
4243932160,43932160
4231743290,31743290
4243931115,43931115
4250135686,50135686
4232901063,32901063
4222738906,22738906
4238937456,38937456
4225533141,25533141
4236538569,36538569
4212734524,12734524
4236537560,36537560
4228333358,28333358
4207933213,07933213
4225531665,25531665
4212133397,12133397
4225536745,25536745
4238339885,38339885
4210541729,10541729
4235733665,35733665
4236538456,36538456
4238339088,38339088
4246140846,46140846
4246934344,46934344
4228334698,28334698
4228533682,28533682
4212737426,12737426
4247536167,47536167
4223933055,23933055
4247941114,47941114
4247942808,47942808
4250733368,50733368
4247938941,47938941
4247536561,47536561
4228335710,28335710
4247943657,47943657
4221533821,21533821
4250136762,50136762
4233734519,33734519
4236734633,36734633
4212735838,12735838
4235732998,35732998
4231743150,31743150
4225533057,25533057
4238933641,38933641
4231740859,31740859
4250136597,50136597
4236336359,36336359
4231331214,31331214
4247942474,47942474
4228533660,28533660
4243930886,43930886
4247942869,47942869
4250136084,50136084
4225536829,25536829
4217732404,17732404
4210934055,10934055
4229533191,29533191
4238341392,38341392
4216333777,16333777
4212334300,12334300
4228332258,28332258
4248333727,48333727
4225531881,25531881
4225532348,25532348
4250136633,50136633
4212734691,12734691
4246134306,46134306
4238339853,38339853
4238939897,38939897
4231745050,31745050
4234733221,34733221
4231738564,31738564
4222740750,22740750
4212334916,12334916
4236733754,36733754
4231745426,31745426
4212134215,12134215
4238940028,38940028
4225537721,25537721
4212133895,12133895
4235733657,35733657
4237139503,37139503
4229735947,29735947
4230132905,30132905
4230132643,30132643
4225535419,25535419
4231330950,31330950
4238938152,38938152
4210335874,10335874
4231331085,31331085
4232940310,32940310
4233133775,33133775
4225131164,25131164
4250136253,50136253
4232944923,32944923
4236538739,36538739
4246142426,46142426
4250136971,50136971
4238939546,38939546
4248135339,48135339
4225131523,25131523
4231744123,31744123
4232945129,32945129
4235733075,35733075
4231744781,31744781
4232943989,32943989
4238340536,38340536
4248333096,48333096
4207331583,07331583
4250135740,50135740
4217732411,17732411
4225130227,25130227
4217338426,17338426
4217337133,17337133
4232946650,32946650
4212737604,12737604
4201335755,01335755
4200347685,00347685
4231330931,31330931
4231743397,31743397
4239332555,39332555
4204732202,04732202
4235733003,35733003
4248333653,48333653
4228333873,28333873
4249534167,49534167
4221534019,21534019
4236537223,36537223
4232943752,32943752
4239332443,39332443
4237139934,37139934
4222741558,22741558
4246141609,46141609
4232941484,32941484
4250732926,50732926
4212132583,12132583
4232936844,32936844
4246141851,46141851
4249737685,49737685
4217734385,17734385
4225537346,25537346
4212332430,12332430
4231743184,31743184
4222740268,22740268
4212736873,12736873
4232941519,32941519
4249534514,49534514
4212738766,12738766
4222739636,22739636
4250136285,50136285
4243937106,43937106
4228336523,28336523
